Rainfall_mm,Temperature_C,Humidity_Percent,Elevation_m,Forest_Type,NDVI,Species_Count,Biodiversity_Health_Score,Species_Risk_Level,Ecosystem_Stability_Index
3494.11,17.5,83.07,239.1,Semi-Evergreen,0.492,493,69.3,Medium,64.8
2962.8,22.51,32.36,2125.6,Evergreen,0.364,472,59.79,Medium,48.06
2159.61,20.51,68.58,1377.05,Deciduous,0.575,46,35.91,High,41.2
842.42,35.76,97.87,1669.45,Deciduous,0.148,495,37.97,High,37.34
2220.66,13.8,98.69,1366.2,Semi-Evergreen,0.993,120,63.36,Medium,74.0
2157.15,26.97,49.72,2671.07,Semi-Evergreen,0.482,443,55.62,Medium,50.23
1106.21,14.26,60.9,1676.23,Evergreen,0.935,218,55.35,Medium,61.71
2018.48,31.14,34.41,2769.83,Evergreen,0.752,102,40.3,High,43.33
1894.77,37.15,91.13,1531.73,Semi-Evergreen,0.361,73,28.18,High,34.26
2655.48,23.04,69.8,877.76,Grassland,0.3,361,43.82,High,40.8
2722.83,24.64,56.96,1066.33,Grassland,0.996,101,43.36,High,54.11
658.56,37.82,37.89,1566.39,Deciduous,0.795,162,18.95,High,29.83
1811.14,25.63,96.27,1589.97,Deciduous,0.325,272,43.22,High,44.71
2690.51,24.63,67.12,2062.01,Grassland,0.161,116,32.51,High,29.41
2260.98,27.35,49.8,673.48,Deciduous,0.727,378,45.21,High,48.41
3497.71,30.68,54.52,1976.53,Evergreen,0.373,454,61.43,Medium,52.56
2805.43,13.21,48.95,2335.76,Semi-Evergreen,0.299,472,65.04,Medium,52.66
1070.27,34.63,72.13,2029.78,Deciduous,0.761,59,27.56,High,40.01
746.99,23.07,95.1,1445.48,Semi-Evergreen,0.711,248,46.69,High,55.57
2748.47,12.17,89.97,2975.04,Semi-Evergreen,0.533,216,69.18,Medium,66.62
592.79,33.59,62.23,1214.44,Grassland,0.948,190,27.62,High,42.79
2550.21,21.31,87.85,319.77,Evergreen,0.712,339,61.31,Medium,64.77
3790.81,13.01,59.62,2464.51,Deciduous,0.904,410,82.35,Low,79.74
2514.16,29.01,47.66,636.6,Semi-Evergreen,0.271,21,19.54,High,20.01
1858.59,36.4,98.84,2139.86,Deciduous,0.367,305,42.33,High,45.4
2751.51,36.63,51.27,536.93,Semi-Evergreen,0.194,478,38.51,High,32.09
2103.89,38.73,52.66,50.63,Grassland,0.374,71,8.16,High,15.04
2409.66,36.03,99.28,479.4,Deciduous,0.975,376,55.51,Medium,68.19
3795.13,10.06,39.37,1130.97,Deciduous,0.967,122,59.73,Medium,62.41
1851.36,21.41,83.24,319.85,Evergreen,0.784,52,41.93,High,52.16
3864.17,34.56,95.51,593.04,Grassland,0.569,284,50.83,Medium,55.36
3668.73,20.99,65.83,2293.88,Semi-Evergreen,0.803,30,57.59,Medium,61.05
1185.27,28.05,30.18,2309.65,Semi-Evergreen,0.598,399,42.26,High,40.68
742.76,28.19,56.25,2452.46,Deciduous,0.103,95,15.47,High,14.65
852.72,20.95,37.81,2523.47,Semi-Evergreen,0.551,413,47.01,High,44.05
563.78,37.13,59.13,1261.31,Evergreen,0.639,73,19.65,High,29.9
830.55,25.1,85.3,2602.65,Deciduous,0.339,350,43.66,High,43.78
2890.52,23.94,60.71,1577.81,Deciduous,0.283,116,35.32,High,33.17
749.16,39.93,60.23,1411.79,Evergreen,0.346,167,18.5,High,22.75
1616.41,24.81,68.98,2155.61,Evergreen,0.661,24,39.92,High,45.98
3457.06,15.35,70.72,641.46,Grassland,0.231,299,48.94,High,43.0
581.45,25.39,89.94,2368.49,Grassland,0.748,435,53.03,Medium,60.09
3350.64,34.42,51.58,1288.4,Deciduous,0.48,306,42.5,High,41.29
1486.49,33.31,87.52,381.89,Evergreen,0.418,125,28.28,High,35.08
913.58,33.66,69.62,357.94,Grassland,0.827,63,17.85,High,34.3
2938.58,31.24,51.04,494.72,Grassland,0.555,225,33.04,High,36.25
2701.3,17.63,50.66,2671.72,Semi-Evergreen,0.441,422,63.93,Medium,55.27
3571.15,35.86,55.28,2972.81,Deciduous,0.89,299,61.07,Medium,63.92
3072.75,36.8,73.59,1070.92,Evergreen,0.431,137,38.66,High,40.66
3312.18,15.82,46.16,876.43,Grassland,0.873,499,68.18,Medium,67.21
1487.12,13.91,94.42,656.31,Grassland,0.554,287,47.52,High,52.55
1121.04,39.27,70.24,2471.45,Semi-Evergreen,0.287,197,26.28,High,28.31
3127.15,36.05,94.4,627.62,Grassland,0.652,360,50.3,Medium,56.67
3323.92,36.8,33.25,2772.27,Evergreen,0.357,390,51.84,Medium,42.46
3966.77,36.59,53.98,2002.05,Evergreen,0.232,247,46.95,High,39.23
1944.16,26.25,31.6,2691.38,Evergreen,0.178,300,39.59,High,29.67
1802.06,29.39,49.06,1662.03,Evergreen,0.318,454,46.2,High,39.9
3217.45,26.36,90.34,2072.04,Grassland,0.763,136,54.57,Medium,61.55
1692.81,11.54,32.56,1858.37,Grassland,0.854,161,43.44,High,47.53
3757.65,32.37,60.53,2493.59,Evergreen,0.876,91,58.3,Medium,62.41
3504.44,25.16,38.23,2507.58,Deciduous,0.343,48,36.52,High,32.14
2001.48,29.43,59.18,1769.38,Deciduous,0.695,44,31.34,High,39.33
3128.05,25.08,88.72,1897.52,Evergreen,0.307,106,49.88,High,47.91
3140.9,24.75,73.61,2765.63,Grassland,0.66,206,56.34,Medium,58.13
860.93,15.15,81.57,2789.6,Deciduous,0.898,119,51.04,Medium,60.84
3658.94,18.36,54.44,1992.75,Semi-Evergreen,0.137,460,62.92,Medium,48.36
2268.38,14.77,96.11,23.26,Evergreen,0.987,274,66.67,Medium,75.82
3392.6,15.87,79.65,313.23,Semi-Evergreen,0.844,415,73.07,Medium,74.78
1620.17,39.19,59.53,2573.83,Semi-Evergreen,0.785,197,39.19,High,46.88
3634.33,14.59,59.85,254.14,Deciduous,0.722,159,52.06,Medium,54.53
1862.21,18.08,94.31,640.56,Evergreen,0.793,101,50.95,Medium,60.26
537.93,27.72,70.35,691.64,Semi-Evergreen,0.995,375,45.94,High,57.82
3668.84,28.31,79.45,1800.7,Semi-Evergreen,0.793,451,74.88,Medium,74.88
819.5,14.62,59.19,1729.9,Evergreen,0.416,453,53.69,Medium,48.79
1617.6,33.81,45.66,868.25,Evergreen,0.653,38,23.02,High,30.63
3825.22,33.56,80.65,622.83,Evergreen,0.403,387,57.87,Medium,54.48
3827.13,17.12,72.55,2293.6,Grassland,0.973,274,74.23,Medium,77.44
2507.03,18.66,65.09,2806.37,Evergreen,0.91,72,60.83,Medium,65.59
2711.43,38.14,73.68,158.42,Evergreen,0.611,54,30.31,High,38.81
2069.56,34.77,44.58,399.54,Grassland,0.803,388,36.61,High,43.34
1526.24,30.93,85.58,1926.49,Grassland,0.919,174,43.13,High,56.32
1650.33,12.47,96.37,2413.32,Deciduous,0.319,86,45.17,High,45.97
2853.81,22.55,92.38,2373.57,Semi-Evergreen,0.622,480,76.23,Medium,73.86
3133.31,26.78,52.5,2159.05,Deciduous,0.534,249,48.8,High,47.01
3270.53,15.62,58.42,2662.28,Evergreen,0.794,70,63.48,Medium,63.93
3263.66,23.45,86.59,652.05,Deciduous,0.441,380,56.49,Medium,55.21
819.22,28.03,71.66,321.87,Deciduous,0.738,422,39.91,High,48.07
2230.47,19.82,68.35,1846.09,Evergreen,0.463,62,43.51,High,44.0
701.46,33.43,94.86,2466.83,Evergreen,0.2,54,26.05,High,29.72
2423.35,35.21,67.52,1746.13,Grassland,0.196,34,18.57,High,20.5
2045.36,19.71,66.05,2888.99,Deciduous,0.207,163,40.56,High,35.93
3606.96,35.16,32.94,2386.69,Deciduous,0.129,374,41.07,High,29.82
1728.2,13.11,34.86,2102.38,Grassland,0.58,88,34.46,High,35.47
909.73,35.13,30.52,180.77,Evergreen,0.705,218,20.94,High,28.17
1000.47,14.58,93.93,323.23,Evergreen,0.214,104,32.74,High,34.59
3165.29,12.49,58.59,2354.51,Grassland,0.651,188,58.26,Medium,57.11
2663.76,29.25,62.8,594.71,Evergreen,0.638,457,57.34,Medium,56.78
853.93,24.16,89.18,86.51,Semi-Evergreen,0.232,212,26.14,High,29.7
794.37,37.24,72.65,2732.28,Semi-Evergreen,0.464,492,46.41,High,46.66
2953.39,20.9,72.67,2672.42,Evergreen,0.78,49,59.38,Medium,62.76
754.67,18.61,50.76,655.45,Evergreen,0.115,166,21.74,High,18.52
3376.51,25.02,88.37,2340.62,Deciduous,0.232,107,46.21,High,43.63
2971.85,23.68,41.61,143.94,Semi-Evergreen,0.996,321,54.34,Medium,59.61
784.72,20.33,33.72,855.17,Semi-Evergreen,0.76,335,38.3,High,42.01
796.93,30.81,43.41,1871.0,Evergreen,0.518,98,23.82,High,27.87
3953.24,32.79,48.74,2289.54,Deciduous,0.667,246,53.31,Medium,52.59
1809.95,35.59,49.76,31.2,Deciduous,0.862,43,18.81,High,32.91
1797.25,39.19,76.94,978.63,Grassland,0.858,439,45.43,High,55.35
3344.8,18.0,45.25,643.04,Evergreen,0.392,196,47.13,High,41.66
3815.37,31.48,77.37,2996.34,Grassland,0.542,206,56.0,Medium,55.8
3951.0,21.83,36.38,2012.95,Deciduous,0.674,289,58.97,Medium,54.95
3136.82,30.31,40.3,1217.01,Evergreen,0.165,233,36.12,High,28.19
1816.91,24.28,65.62,226.96,Deciduous,0.951,314,46.88,High,56.82
792.25,39.81,94.53,1796.01,Deciduous,0.489,283,31.37,High,39.84
3220.01,31.87,90.17,1925.1,Semi-Evergreen,0.434,195,50.9,Medium,51.64
2454.41,38.57,97.81,2449.22,Grassland,0.916,99,45.94,High,59.99
1984.78,35.05,75.53,865.73,Grassland,0.206,257,24.7,High,26.16
3672.24,37.09,77.31,2944.28,Evergreen,0.135,100,44.41,High,38.63
889.19,34.43,73.75,1318.4,Evergreen,0.717,216,36.37,High,45.41
2224.19,23.77,73.6,887.83,Grassland,0.447,316,42.03,High,43.35
539.74,17.55,40.3,1045.35,Grassland,0.788,310,35.08,High,41.31
2140.31,21.11,68.06,1558.76,Evergreen,0.162,467,54.91,Medium,45.25
697.06,10.61,57.02,2810.1,Grassland,0.445,200,39.89,High,39.46
915.86,25.72,60.98,2205.48,Semi-Evergreen,0.312,73,24.62,High,26.37
911.34,25.15,66.65,1731.33,Evergreen,0.766,184,42.68,High,49.91
2772.24,25.76,38.99,488.43,Grassland,0.304,455,39.29,High,33.33
3111.16,39.22,55.16,448.06,Deciduous,0.512,37,20.85,High,27.35
2541.79,37.34,34.44,1506.59,Deciduous,0.837,296,39.59,High,44.73
3867.6,14.85,98.58,2186.13,Semi-Evergreen,0.924,275,85.03,Low,87.63
1812.05,21.07,38.3,2253.04,Evergreen,0.75,317,54.96,Medium,54.11
1499.99,22.72,48.1,677.74,Semi-Evergreen,0.486,340,38.18,High,37.9
3540.1,20.82,92.39,300.3,Semi-Evergreen,0.615,484,71.98,Medium,70.74
1282.59,33.95,63.79,1153.38,Evergreen,0.721,155,33.45,High,42.04
3871.28,25.72,39.49,2754.52,Deciduous,0.887,496,75.7,Medium,71.84
542.54,27.16,56.9,1636.1,Semi-Evergreen,0.9,231,38.57,High,48.61
3894.58,35.59,38.11,960.3,Grassland,0.938,260,46.85,High,52.57
651.06,34.18,44.02,970.91,Grassland,0.83,133,16.92,High,30.06
3619.0,13.97,33.64,396.26,Evergreen,0.232,376,53.87,Medium,41.17
2346.95,31.42,60.68,1419.67,Semi-Evergreen,0.773,442,56.52,Medium,58.9
3975.38,23.06,86.46,2374.09,Evergreen,0.833,336,82.84,Low,82.34
758.29,18.84,71.02,2905.68,Evergreen,0.89,463,69.9,Medium,72.35
2438.49,11.5,72.44,1504.78,Semi-Evergreen,0.932,216,65.17,Medium,70.18
3892.56,24.62,44.04,501.64,Evergreen,0.558,206,49.88,High,47.1
2330.84,20.66,54.07,2048.85,Grassland,0.69,285,50.28,Medium,51.73
2702.9,17.55,89.17,2270.37,Grassland,0.109,210,46.82,High,41.42
2935.12,30.84,36.15,215.1,Deciduous,0.616,473,44.94,High,43.79
2090.89,33.08,90.06,2550.42,Deciduous,0.526,282,48.7,High,52.14
2696.45,17.34,63.86,2487.97,Grassland,0.966,54,53.51,Medium,61.54
2545.1,11.48,88.6,1417.62,Evergreen,0.912,366,79.32,Medium,81.93
3654.05,35.46,52.26,1681.27,Evergreen,0.818,61,46.82,High,51.9
659.06,10.3,53.72,2140.22,Deciduous,0.151,232,32.9,High,27.56
1483.37,38.11,82.61,2030.24,Deciduous,0.462,107,26.28,High,33.95
3826.44,28.83,84.95,49.61,Grassland,0.726,304,53.94,Medium,59.53
3615.92,19.66,46.08,367.31,Evergreen,0.127,174,39.71,High,30.69
2094.8,17.39,98.1,487.77,Deciduous,0.312,313,47.47,High,47.67
2670.46,10.27,35.91,2267.03,Grassland,0.899,277,61.06,Medium,61.34
1470.83,17.06,34.8,1320.25,Semi-Evergreen,0.217,44,20.7,High,17.77
1158.42,14.13,71.69,1636.51,Semi-Evergreen,0.146,213,37.14,High,32.98
2122.94,28.36,80.59,2318.06,Deciduous,0.623,313,52.65,Medium,55.7
1736.73,15.0,97.26,1022.95,Evergreen,0.952,78,56.98,Medium,68.42
2542.8,25.86,58.35,2246.67,Grassland,0.851,485,64.24,Medium,65.71
772.07,27.7,31.77,1326.9,Evergreen,0.977,125,32.12,High,42.23
3910.38,18.94,72.2,1131.54,Grassland,0.778,26,50.48,Medium,56.44
3951.74,11.05,50.28,999.11,Grassland,0.494,196,53.21,Medium,48.89
2943.57,11.12,60.31,2894.83,Deciduous,0.952,215,70.77,Medium,72.8
2376.34,10.79,64.19,2315.92,Grassland,0.484,383,61.22,Medium,56.27
1583.35,32.17,34.52,60.59,Evergreen,0.415,251,23.26,High,23.93
3348.28,19.54,64.02,2872.25,Grassland,0.503,316,62.02,Medium,57.24
2896.56,33.89,59.84,2326.32,Semi-Evergreen,0.833,221,52.97,Medium,57.62
1069.16,22.95,79.88,447.52,Evergreen,0.926,454,59.31,Medium,67.0
3688.25,23.59,75.2,229.01,Semi-Evergreen,0.422,380,57.45,Medium,53.82
3378.88,25.39,42.97,924.58,Grassland,0.516,239,40.36,High,39.35
3824.3,31.39,44.43,1872.54,Semi-Evergreen,0.908,369,65.08,Medium,65.59
3040.02,18.21,47.57,1849.64,Semi-Evergreen,0.142,299,48.16,High,37.16
2646.95,13.65,42.53,827.55,Semi-Evergreen,0.805,311,57.56,Medium,57.76
1963.85,26.68,76.0,1337.02,Semi-Evergreen,0.509,355,49.41,High,50.24
3764.55,19.81,99.61,635.67,Deciduous,0.439,500,71.4,Medium,67.46
3531.22,23.27,75.65,151.74,Semi-Evergreen,0.502,413,59.75,Medium,57.28
658.27,29.41,72.47,1550.91,Deciduous,0.477,296,31.8,High,36.7
592.28,24.82,58.69,1040.97,Deciduous,0.781,302,35.95,High,44.4
1817.62,28.61,51.88,1628.65,Evergreen,0.935,330,54.54,Medium,59.86
3336.94,26.33,93.78,2839.52,Grassland,0.542,104,53.45,Medium,56.35
3955.47,32.19,97.83,430.11,Deciduous,0.849,238,58.58,Medium,67.35
1026.46,31.18,64.77,5.89,Evergreen,0.759,499,46.71,High,52.3
2579.46,26.03,50.31,230.63,Evergreen,0.398,408,46.5,High,42.06
1833.12,30.37,83.91,1388.12,Evergreen,0.629,392,55.56,Medium,58.34
3894.7,36.21,39.27,2120.8,Evergreen,0.7,246,54.47,Medium,52.79
3447.42,22.97,83.59,1742.29,Deciduous,0.121,489,61.5,Medium,51.18
3434.15,22.38,87.33,1484.68,Grassland,0.456,334,58.68,Medium,57.19
2140.43,32.93,38.74,1061.89,Evergreen,0.993,439,55.29,Medium,59.81
1951.87,27.48,98.38,929.92,Grassland,0.674,349,49.9,High,57.45
1456.92,12.13,98.99,1128.86,Evergreen,0.401,309,57.58,Medium,56.85
697.31,36.76,95.57,1834.9,Semi-Evergreen,0.325,71,21.45,High,29.38
3526.53,10.92,64.72,503.26,Semi-Evergreen,0.289,409,62.41,Medium,52.84
3345.15,32.45,47.23,2314.09,Semi-Evergreen,0.461,161,42.99,High,40.59
3999.01,32.76,70.74,1725.76,Deciduous,0.274,78,38.06,High,36.33
3988.23,38.59,59.4,807.47,Semi-Evergreen,0.222,76,28.81,High,27.07
2444.01,11.62,44.42,1503.46,Deciduous,0.428,139,40.89,High,37.96
3191.46,27.91,59.66,2888.34,Evergreen,0.646,56,52.1,Medium,52.85
3806.68,22.84,76.47,61.47,Evergreen,0.232,205,47.89,High,43.09
3473.77,19.92,34.96,598.57,Evergreen,0.14,486,53.84,Medium,39.29
1365.72,12.71,53.34,1345.14,Deciduous,0.131,307,35.74,High,29.05
2076.9,26.88,31.25,1915.32,Semi-Evergreen,0.341,295,36.52,High,31.09
952.06,24.37,82.46,636.68,Grassland,0.271,145,20.39,High,25.57
3839.18,13.14,74.85,2794.21,Evergreen,0.585,232,77.17,Medium,71.21
2621.61,28.37,34.39,1927.72,Deciduous,0.51,482,50.66,Medium,45.2
1300.25,32.14,97.53,2632.3,Evergreen,0.392,356,52.58,Medium,52.95
2850.95,33.02,31.58,987.95,Semi-Evergreen,0.85,208,40.19,High,45.03
2663.45,37.16,71.3,2486.86,Grassland,0.554,204,40.31,High,44.22
1753.57,22.28,84.35,1134.66,Evergreen,0.182,128,35.54,High,34.47
897.45,38.59,85.15,758.26,Grassland,0.366,71,9.96,High,20.77
2850.51,35.96,32.4,2734.97,Evergreen,0.976,363,61.0,Medium,62.51
2321.08,18.9,93.45,276.66,Evergreen,0.979,360,69.31,Medium,77.12
3203.11,14.78,94.29,2828.67,Evergreen,0.329,451,81.58,Low,71.39
2320.57,23.06,69.3,1375.55,Evergreen,0.251,354,50.34,Medium,44.19
3482.64,22.06,63.75,2977.88,Evergreen,0.546,414,75.82,Medium,67.81
2431.67,27.27,33.14,1618.78,Deciduous,0.533,120,29.89,High,31.0
2463.28,27.5,69.34,2272.46,Semi-Evergreen,0.469,433,58.86,Medium,55.02
3568.29,32.5,58.66,21.21,Evergreen,0.576,335,50.16,Medium,49.79
1912.19,25.3,84.1,1490.0,Evergreen,0.309,165,41.13,High,41.16
969.05,13.14,58.27,2212.36,Evergreen,0.203,395,50.2,Medium,41.48
600.74,35.75,77.85,2348.48,Grassland,0.613,495,43.7,High,48.83
3142.98,19.29,37.1,474.15,Evergreen,0.939,224,55.85,Medium,58.76
2671.08,39.14,39.31,1256.91,Evergreen,0.224,477,40.92,High,32.73
2964.28,13.54,39.78,1257.22,Evergreen,0.734,194,56.79,Medium,55.24
1245.37,38.75,33.19,310.92,Evergreen,0.494,250,19.13,High,22.61
977.3,12.73,67.89,1329.14,Deciduous,0.365,145,32.74,High,34.21
550.91,16.93,85.58,2421.28,Evergreen,0.868,287,60.73,Medium,67.51
1727.06,11.4,72.73,900.54,Evergreen,0.511,453,63.17,Medium,59.46
2564.71,31.15,70.25,1297.72,Grassland,0.625,270,42.45,High,47.13
1872.85,35.51,77.64,2882.88,Grassland,0.499,377,46.88,High,48.48
2031.16,23.02,53.78,95.12,Grassland,0.173,131,17.23,High,17.08
3664.56,37.86,55.34,1774.57,Grassland,0.635,59,34.27,High,39.5
1718.89,27.71,52.0,2230.31,Semi-Evergreen,0.477,237,39.44,High,39.13
2298.96,28.9,79.85,2282.65,Grassland,0.178,255,38.32,High,35.68
3242.79,35.36,41.31,2147.81,Deciduous,0.636,211,41.71,High,42.73
1887.9,18.9,30.91,2179.35,Semi-Evergreen,0.109,294,36.54,High,25.9
2677.3,20.63,71.73,177.04,Grassland,0.288,106,28.94,High,30.39
3518.27,37.18,95.97,1602.41,Semi-Evergreen,0.803,259,60.66,Medium,67.51
3823.32,37.03,72.66,2348.91,Grassland,0.134,375,47.85,High,40.35
1014.76,39.29,84.8,282.2,Evergreen,0.682,174,28.26,High,40.54
3743.06,37.06,77.1,36.15,Deciduous,0.955,199,47.72,High,59.12
2222.41,13.82,64.82,2443.69,Deciduous,0.254,99,40.97,High,37.08
1403.86,34.71,80.29,2136.88,Deciduous,0.475,26,24.1,High,32.39
2106.98,22.3,87.69,1236.62,Grassland,0.618,270,48.36,High,53.6
3930.11,39.72,45.73,2821.19,Grassland,0.505,210,43.07,High,41.4
2224.16,24.17,53.53,2299.79,Semi-Evergreen,0.658,96,42.78,High,45.71
1650.63,26.62,45.66,2903.58,Evergreen,0.464,74,35.91,High,35.46
2716.9,25.89,61.65,2787.95,Evergreen,0.234,223,49.5,High,42.15
1340.51,19.65,91.95,1443.88,Semi-Evergreen,0.18,366,46.87,High,43.44
765.52,12.25,54.16,2264.13,Deciduous,0.77,500,60.78,Medium,60.89
951.08,36.87,56.21,2007.57,Evergreen,0.315,178,23.97,High,25.29
948.16,34.08,90.23,2434.34,Evergreen,0.863,158,46.36,High,58.01
1031.66,14.19,66.08,2363.07,Semi-Evergreen,0.769,420,63.25,Medium,64.29
985.9,33.3,67.48,459.7,Grassland,0.145,249,13.18,High,15.57
2743.06,28.78,90.26,701.21,Evergreen,0.281,341,50.67,Medium,48.1
1136.58,22.27,64.34,797.19,Deciduous,0.363,86,20.99,High,25.43
1709.84,17.62,77.71,2455.5,Semi-Evergreen,0.635,117,50.0,Medium,53.71
3638.76,35.79,36.0,2432.23,Deciduous,0.829,133,44.75,High,48.38
2158.87,31.01,42.5,1486.01,Grassland,0.154,435,32.78,High,25.94
2836.45,26.43,58.31,1742.5,Evergreen,0.325,427,56.7,Medium,48.73
1103.12,28.29,64.64,2480.77,Grassland,0.439,491,46.0,High,44.67
1173.01,12.73,97.6,937.78,Deciduous,0.265,32,30.45,High,34.64
643.04,24.22,97.95,150.54,Semi-Evergreen,0.591,425,45.86,High,52.71
1091.27,15.81,89.58,1447.79,Evergreen,0.53,166,47.52,High,51.34
1475.07,16.25,52.09,2741.15,Grassland,0.385,456,52.28,Medium,46.08
1119.54,29.84,97.48,2371.4,Evergreen,0.565,241,49.36,High,54.53
810.46,37.34,78.25,1099.85,Deciduous,0.42,442,32.93,High,37.06
922.23,22.11,57.51,194.31,Grassland,0.409,40,11.71,High,18.99
2112.73,16.23,79.12,1910.76,Deciduous,0.339,234,47.9,High,45.85
1222.17,29.46,31.16,2503.47,Grassland,0.586,163,25.21,High,28.62
1774.94,36.14,40.23,1994.85,Grassland,0.5,410,35.04,High,34.87
2261.96,32.45,88.08,1275.22,Evergreen,0.277,359,48.02,High,45.84
2916.38,36.06,75.19,370.06,Deciduous,0.112,131,21.46,High,21.74
637.59,26.1,55.49,2732.32,Semi-Evergreen,0.236,401,39.24,High,34.13
3297.94,32.56,65.05,827.87,Grassland,0.139,97,23.46,High,22.29
2697.65,14.2,93.36,672.86,Evergreen,0.488,173,56.44,Medium,57.19
786.16,20.45,74.21,2447.93,Semi-Evergreen,0.303,105,32.72,High,33.72
3557.53,21.69,57.87,2943.66,Evergreen,0.478,380,71.9,Medium,62.72
3723.05,25.34,38.42,1980.48,Semi-Evergreen,0.397,493,62.73,Medium,51.7
713.77,37.87,50.56,1874.43,Evergreen,0.584,95,21.39,High,28.67
1469.07,36.23,98.48,958.29,Evergreen,0.751,388,52.55,Medium,61.04
3321.7,14.04,60.62,61.24,Semi-Evergreen,0.531,50,42.48,High,43.7
3118.91,15.18,63.03,575.39,Grassland,0.156,379,47.14,High,38.96
1145.82,20.73,64.9,1753.29,Deciduous,0.116,343,34.88,High,29.75
1232.72,18.72,91.89,453.95,Deciduous,0.292,187,31.91,High,35.44
1796.65,28.44,72.27,2651.51,Semi-Evergreen,0.482,302,49.47,High,49.17
2195.83,37.08,78.56,564.43,Semi-Evergreen,0.14,412,35.6,High,32.75
2663.89,38.87,57.26,1566.31,Semi-Evergreen,0.395,479,47.34,High,43.59
1791.2,29.61,32.04,1536.04,Deciduous,0.898,368,44.13,High,48.92
2118.87,35.14,95.17,1811.84,Deciduous,0.181,239,35.03,High,35.63
3116.15,25.76,96.44,982.3,Evergreen,0.954,291,70.42,Medium,77.75
628.39,16.25,96.44,2620.6,Grassland,0.871,219,53.59,Medium,64.14
1383.53,25.74,96.06,1332.9,Semi-Evergreen,0.849,386,59.34,Medium,67.61
2996.72,26.65,87.07,2100.46,Deciduous,0.877,132,56.57,Medium,65.02
3633.22,32.27,77.92,1907.73,Deciduous,0.172,32,33.56,High,31.94
2290.87,16.6,89.12,351.47,Evergreen,0.236,481,59.85,Medium,53.37
2362.4,21.05,72.04,1867.92,Deciduous,0.221,79,34.04,High,32.52
875.1,20.92,39.41,1652.11,Semi-Evergreen,0.2,354,32.3,High,26.18
2065.94,38.78,57.39,2695.81,Grassland,0.395,207,29.64,High,31.21
2364.16,23.32,97.99,2642.63,Semi-Evergreen,0.847,412,76.24,Medium,79.69
1348.65,32.65,54.58,452.86,Semi-Evergreen,0.327,456,33.24,High,31.82
1442.35,32.52,90.75,245.06,Semi-Evergreen,0.32,395,37.37,High,39.72
1820.49,17.97,36.52,883.78,Deciduous,0.708,400,47.25,High,47.52
570.25,27.16,53.39,2959.84,Evergreen,0.187,383,39.72,High,33.09
1627.28,36.83,54.57,64.72,Grassland,0.424,307,19.91,High,24.65
1240.07,24.26,33.61,2018.68,Deciduous,0.366,489,40.99,High,35.11
1646.24,38.35,38.34,1825.54,Grassland,0.863,74,21.96,High,33.51
919.17,16.43,43.52,1939.73,Deciduous,0.563,262,38.2,High,38.96
3616.85,12.22,88.65,654.86,Semi-Evergreen,0.682,172,64.47,Medium,66.43
2577.57,36.74,34.44,680.15,Deciduous,0.216,188,16.69,High,14.9
2876.86,35.43,50.91,1291.93,Evergreen,0.936,301,54.18,Medium,59.49
3262.1,39.78,30.71,287.57,Grassland,0.39,128,15.54,High,17.43
2244.55,30.38,78.69,223.84,Semi-Evergreen,0.736,432,53.02,Medium,58.21
804.22,38.1,73.42,265.08,Deciduous,0.959,403,37.11,High,51.27
2379.87,34.81,75.15,1718.94,Evergreen,0.558,357,52.88,Medium,53.64
2553.94,35.33,56.21,1193.23,Grassland,0.557,55,23.34,High,30.23
3109.04,27.07,44.58,880.85,Grassland,0.206,231,30.12,High,25.51
2010.81,21.47,80.42,947.46,Deciduous,0.451,372,48.83,High,49.19
946.53,38.04,86.78,621.85,Evergreen,0.867,359,44.48,High,56.3
1493.22,22.96,39.7,1234.52,Evergreen,0.222,150,26.18,High,22.41
1770.79,26.16,64.08,609.17,Evergreen,0.926,78,40.02,High,51.23
2760.71,23.38,47.41,2094.14,Deciduous,0.701,181,47.16,High,48.84
2497.72,26.94,41.77,371.8,Grassland,0.479,281,31.37,High,32.06
1746.34,24.12,81.4,2844.73,Deciduous,0.592,178,47.89,High,51.8
3952.8,11.44,67.67,269.46,Deciduous,0.235,246,51.9,Medium,44.72
2620.21,36.46,45.13,2830.38,Deciduous,0.296,179,31.53,High,28.58
1330.29,23.33,51.7,2499.88,Evergreen,0.358,317,45.39,High,40.6
856.24,27.67,97.67,2042.14,Evergreen,0.446,332,49.42,High,51.96
1035.01,14.18,89.41,2736.9,Deciduous,0.924,348,66.85,Medium,73.59
1360.85,10.1,91.6,417.66,Evergreen,0.431,65,41.06,High,44.9
1062.38,17.36,62.2,528.94,Deciduous,0.571,387,42.25,High,44.65
1152.98,31.14,73.67,756.46,Evergreen,0.246,494,41.64,High,38.63
1497.83,12.98,56.37,734.43,Grassland,0.762,363,49.05,High,52.82
1106.81,37.27,35.44,932.54,Semi-Evergreen,0.604,331,26.39,High,30.45
3638.68,16.45,58.07,1726.89,Semi-Evergreen,0.496,453,71.12,Medium,62.59
780.82,16.14,71.58,84.52,Deciduous,0.952,142,36.54,High,50.46
2335.79,15.45,50.1,1146.82,Deciduous,0.902,233,52.43,Medium,57.39
1936.39,10.42,89.36,739.16,Semi-Evergreen,0.694,177,54.76,Medium,60.0
3938.33,33.15,40.58,1819.89,Semi-Evergreen,0.93,183,54.42,Medium,58.04
